name,name_normalized,brand,barcode,kcal,protein,carbs,fat,fibres,sodium,source,sold_in_fr,popularity
Serdelki z Szynki,serdelki z szynki,Kraina Wędlin,5907701801637,276.0,14.0,0.5,24.0,0,800.0,off,False,3014
Simply Vinaigrette Balsamic,simply vinaigrette balsamic,KEN'S,0041335363811,333.33,0,10.0,33.33,0,1083.72,off,False,3014
Streichfein,streichfein,Milfina,4099200027999,589.0,0.6,0.5,65.0,0,400.0,off,False,3014
Syrop o smaku pomarańczowym z dodatkiem witamin i cynku,syrop o smaku pomaranczowym z dodatkiem witamin i cynku,Herbapol,5900956104485,316.0,0,79.0,0,0,4.0,off,False,3014
TOMATO SAUCE,tomato sauce,Fountain,9300681008649,119.5,1.3,26.1,0.1,0,845.0,off,False,3014
Taralli,taralli,Eurospin,8017596079893,470.0,8.3,67.8,18.1,0,840.0,off,False,3014
Tortizzi,tortizzi,Alka,5949040202522,425.0,8.3,68.0,12.0,6.0,720.0,off,False,3014
Tost pełnoziarnisty,tost pełnoziarnisty,Pano,5900340012815,240.0,10.0,43.0,2.0,5.6,440.0,off,False,3014
Unsweetened Macadamia Milk,unsweetened macadamia milk,milkadamia,0858045004299,16.9,0.42,0.42,1.48,0.42,44.4,off,False,3014
Vegan Granola Cocoa Dream,vegan granola cocoa dream,Cerbona,5998400311541,432.0,11.2,47.5,17.7,19.0,60.0,off,False,3014
Vegan Mayo,vegan mayo,Unilever Norge AS,8711200372249,654.0,0.5,3.9,72.0,3.33,600.0,off,False,3014
Vitamin Well Reload,vitamin well reload,Vitamin Well,7350042710508,17.0,0,4.2,0,0,10.0,off,False,3014
Yakult,yakult,Yakult,7501025511005,62.5,1.25,15.0,0,0,18.75,off,False,3014
bio süt,bio sut,pilos,4056489197287,68.0,3.3,4.8,4.0,0,39.0,off,False,3014
fruit & fit frutos vermelhos,fruit & fit frutos vermelhos,Triunfo,7622201790523,383.0,4.9,72.0,8.4,4.0,252.0,off,False,3014
light sós margarin,light sos margarin,Vénusz,5999885257157,288.0,0,0,32.0,0,640.0,off,False,3014
pizza fino,pizza fino,Assylor,6111245460161,297.0,7.0,54.0,5.5,0,760.0,off,False,3014
quaker,quaker,quaker,7290000480107,392.0,13.0,65.0,8.0,10.0,7.0,off,False,3014
Кашкавал от краве мляко,кашкавал от краве мляко,Саяна,3800226521191,357.0,28.7,0.6,27.0,0,1000.0,off,False,3014
Пълнозърнест Хляб,пълнозърнест хляб,Вита,3800091785124,251.0,9.0,45.0,2.3,7.0,400.0,off,False,3014
Сливки Домик в деревне 20%,сливки домик в деревне 20%,Домик в деревне,4607096004477,205.0,2.5,3.7,20.0,0,0,off,False,3014
Хляб Занаятчийски лимец,хляб занаятчииски лимец,Добруджански хляб АД,3800091787494,260.0,8.3,56.0,0.3,0,590.0,off,False,3014
100% pindakaas extra grof,100% pindakaas extra grof,Albert Heijn,8718907855846,630.0,27.0,13.0,50.0,9.8,0,off,False,3013
2 Baguette,2 baguette,Chef Select,4056489455127,308.0,6.5,40.0,13.1,0,400.0,off,False,3013
APPLE SAUCE,apple sauce,TREE TOP,0028700111666,50.0,0.71,12.9,0,2.86,0,off,False,3013
Atún Nair en agua,atun nair en agua,Nair,7501023606642,70.0,12.0,0,2.5,0,340.0,off,False,3013
Bake Rolls,bake rolls,Tuc,7622201748258,440.0,13.0,62.0,15.0,2.8,600.0,off,False,3013
Baton wysokobiałkowy z pistacjami,baton wysokobiałkowy z pistacjami,Go Active,8595229924432,474.0,26.3,12.3,31.4,21.7,91.4,off,False,3013
Biscotti farro integrale,biscotti farro integrale,D'Onofrio,8001122004190,451.0,8.7,60.2,18.0,7.5,160.0,off,False,3013
Bosvruchten,bosvruchten,Karvan Cévítam,8710395947089,251.0,0.1,60.0,0,0,8.0,off,False,3013
Butter Zopf mit Honig,butter zopf mit honig,Ölz der Meisterbäcker,9005300011627,298.0,8.1,51.0,6.4,2.0,440.0,off,False,3013
CHEDS,cheds,ARNOTT'S,9310072000824,116.0,2.3,12.9,6.1,0.7,205.0,off,False,3013
Cereal Choco Krispis,cereal choco krispis,Kellogg's,15010087,381.0,5.6,86.2,1.5,1.2,349.0,off,False,3013
Chocolate Bar,chocolate bar,Snickers,5900951311666,489.0,8.0,60.0,23.2,0,0,off,False,3013
Cocoa balls,cocoa balls,,4820008125477,349.0,7.6,71.3,3.0,0,280.0,off,False,3013
Coconut Rice drink,coconut rice drink,Vemondo,4304493266278,57.0,0.3,8.9,2.2,0,40.0,off,False,3013
Cookies&cream Barretta Di Cereali Integrali Biscotti,cookies&cream barretta di cereali integrali biscotti,Nestlé,5900020024121,396.0,6.81,69.4,9.79,4.68,183.0,off,False,3013
Corn flakes,corn flakes,Nestle,5900020038333,356.0,3.9,70.3,5.7,10.4,400.0,off,False,3013
Cotolette vegetali,cotolette vegetali,Granarolo,8002670504491,270.0,3.0,28.0,16.0,3.0,629.0,off,False,3013
Cotolette vegetali tofu semi di lino,cotolette vegetali tofu semi di lino,Esselunga,8002330003289,242.0,14.0,17.0,12.0,5.0,480.0,off,False,3013
Crackers,crackers,Certossa,20969462,429.0,2.5,79.0,11.0,1.9,960.0,off,False,3013
Crackers salati Doriano Buono come il pane -,crackers salati doriano buono come il pane -,bauli,8000605800755,445.03,10.0,66.0,14.0,0,999.74,off,False,3013
Crema 50% nocciola,crema 50% nocciola,Amo Essere,8017596123572,593.0,8.4,40.0,43.0,6.1,40.0,off,False,3013
Curtiriso Riso Carnaroli,curtiriso riso carnaroli,CurtiRiso,8017759011708,354.0,6.7,80.4,0.4,1.0,4.0,off,False,3013
Faccine,faccine,Balocco,8001100067049,479.0,7.0,66.0,20.0,3.5,248.0,off,False,3013
Flocos de Aveia,flocos de aveia,Pingo Doce,5601009967780,370.0,12.0,56.0,8.4,11.0,40.0,off,False,3013
Frollini 4 cereali senza zuccheri aggiunti,frollini 4 cereali senza zuccheri aggiunti,Welless,8024370066475,428.0,9.4,68.0,15.0,6.8,244.0,off,False,3013
Haltbare Leichtmilch,haltbare leichtmilch,Alpengut,20486877,37.0,3.4,4.8,0.5,0,40.0,off,False,3013
Horlicks Lite Regular Malt 450g pet,horlicks lite regular malt 450g pet,Horlicks,8901030824937,367.0,13.0,74.0,2.1,0,400.0,off,False,3013
Latte intero,latte intero,Land,8017596011695,64.0,3.3,4.7,3.5,0,40.0,off,False,3013
"Lettmelk, 1% fett","lettmelk, 1% fett",Q,7048840000548,42.0,3.7,4.5,1.0,0,40.0,off,False,3013
Milk Chocolate,milk chocolate,Няма,5900915029859,519.0,6.1,61.0,27.0,0,76.0,off,False,3013
Mléko Polotučné,mleko polotucne,Boni,8592784900352,47.0,3.4,4.9,1.5,0,39.0,off,False,3013
Mozzarella,mozzarella,Granarolo,8002670003901,214.0,16.5,1.0,16.0,0,280.0,off,False,3013
Orsetti d'oro,orsetti d'oro,Haribo,8426617651299,343.0,6.9,77.0,0.5,0,28.0,off,False,3013
Pancakes freschi al cacao,pancakes freschi al cacao,Milk,8034066607233,255.0,13.0,32.7,7.7,2.0,464.0,off,False,3013
Parle-G,parle-g,Parle,8901719128462,454.0,6.9,77.3,13.0,0,296.0,off,False,3013
Pasta sfoglia integrale,pasta sfoglia integrale,Nestlé,7613033521898,386.0,7.8,35.0,22.3,3.3,480.0,off,False,3013
Premium Muesli,premium muesli,Lidl,4056489694489,377.0,8.8,61.7,8.8,7.9,20.0,off,False,3013
RAW Peanuts+dates,raw peanuts+dates,Alesto,20839062,438.0,14.2,37.9,23.0,11.7,60.0,off,False,3013
ROTI SANDWICH,roti sandwich,Gardenia,9556231111110,285.0,9.1,52.3,4.0,1.5,520.0,off,False,3013
"Raw tyčinka s datlemi, kakaovými boby a kakaem","raw tycinka s datlemi, kakaovymi boby a kakaem",Alesto,20839093,353.0,5.0,46.6,11.3,19.3,12.0,off,False,3013
Rucola coop già lavata,rucola coop gia lavata,Coop,8001120024718,31.0,2.6,3.9,0,0,0,off,False,3013
Spaghetti,spaghetti,Pasta reggia,8008857119199,362.0,13.0,73.0,1.3,0,2.8,off,False,3013
Stick One,stick one,Salati Preziosi,8025579111638,539.0,6.7,46.0,35.0,6.8,560.0,off,False,3013
Suc De Mere Nefiltrat,suc de mere nefiltrat,Solevita,5949026100378,45.0,0.1,10.4,0.1,0.2,4.0,off,False,3013
TEDI,tedi,Tedi,5942289000140,41.0,0.5,8.7,0.5,1.4,32.0,off,False,3013
Tomaattiketsuppi,tomaattiketsuppi,Felix,7310240606386,80.0,1.1,18.0,0,0,880.0,off,False,3013
Vitals raspberry,vitals raspberry,Dr. Oetker,3800218834919,105.0,3.27,16.6,2.34,2.05,19.5,off,False,3013
Wheat Thins original,wheat thins original,Nabisco,0044000069186,452.0,6.45,71.0,16.1,9.68,645.0,off,False,3013
Wheat Thins sundried tomato & basil,wheat thins sundried tomato & basil,Nabisco,0044000069209,433.0,6.67,70.0,16.7,6.67,500.0,off,False,3013
conad,conad,Conad,8003170074866,400.0,11.0,73.0,6.0,5.0,640.0,off,False,3013
donettes powder,donettes powder,Hostess,0888109150044,250.0,2.0,32.0,13.0,0,200.0,off,False,3013
green cola,green cola,green cola,5319991848023,0.6,0,0.1,0,0,12.0,off,False,3013
houdbare lactosevrije halfvolle melk,houdbare lactosevrije halfvolle melk,Melkan,8710624233334,46.0,3.2,4.7,1.6,0,40.0,off,False,3013
sardine în ulei de soia,sardine in ulei de soia,kaufland,4063367385698,202.0,24.5,0,11.6,0,600.0,off,False,3013
vaj,vaj,Dublin dairy,5907627470306,746.0,1.0,1.0,82.0,0,4.0,off,False,3013
Butter,butter,Rokiškio,4770245045789,730.4,0.5,0.8,82.0,0,12.0,off,False,3012
Carpos almond latte,carpos almond latte,Olympus,5202178008658,30.0,0.7,2.8,1.5,1.0,0.1,off,False,3012
Cedevita,cedevita,Cedevita,3850322014929,370.0,0,87.0,0,0,840.0,off,False,3012
Clipsy,clipsy,,8606017373889,533.0,5.2,53.6,32.7,0,840.0,off,False,3012
Coppa piacentina DOP,coppa piacentina dop,Lidl,4056489722274,407.0,27.0,0.5,33.0,0,1720.0,off,False,3012
Cracker integrali,cracker integrali,Carrefour,8012666065592,424.0,11.0,66.0,12.0,6.8,720.0,off,False,3012
Doritos sweet chilli pepper flavour,doritos sweet chilli pepper flavour,Doritos,8710398523716,503.0,6.0,60.0,26.0,5.7,480.0,off,False,3012
Fricadelles de porc frites,fricadelles de porc frites,Gut bartenhof,20290429,287.0,14.0,8.0,22.0,0,760.0,off,False,3012
Golden oat,golden oat,McVitie's,6223003803834,491.0,7.1,60.8,23.3,5.1,288.0,off,False,3012
Lacmi Bubble Crisp,lacmi bubble crisp,Roshen,4823077634369,554.0,5.6,55.4,34.0,0,80.0,off,False,3012
Le Bio Croccanti Risette,le bio croccanti risette,Scotti,3048860355028,381.0,7.8,83.0,1.6,0,120.0,off,False,3012
Magnesia Plus focus,magnesia plus focus,Mattoni,8594001025732,11.0,0,2.4,0,0,0,off,False,3012
"NoyNoy Evaporated Milk, Light 410g","noynoy evaporated milk, light 410g",NoyNoy,8716200615129,59.0,3.7,6.0,2.2,0,200.0,off,False,3012
POP TARTS FROSTED STRAWBERRY,pop tarts frosted strawberry,KELLOGG´S,0002544317101,389.58,3.85,71.2,9.62,1.92,332.0,off,False,3012
Peito de frango,peito de frango,Fumadinho,20468897,91.0,18.0,2.6,1.0,0,840.0,off,False,3012
"Pieniškas šokoladas &quot;Lacmi Milk Filling & Cocoa Wafers&quot;, su pieniniu įdaru ir vafliais","pieniskas sokoladas &quot;lacmi milk filling & cocoa wafers&quot;, su pieniniu idaru ir vafliais",Roshen,4823077633195,558.0,7.0,52.3,35.1,0,100.0,off,False,3012
Rebuçados Peitorais,rebucados peitorais,,5601398051008,391.0,1.0,97.7,0.5,0.3,6.0,off,False,3012
Suc rodi. struguri.port. 1L olympus,suc rodi. struguri.port. 1l olympus,Olympus,5202178081941,51.0,0.3,12.1,0.1,0,0,off,False,3012
Tofu al naturale,tofu al naturale,Selex,8003100897473,155.0,15.0,2.2,9.0,1.9,40.0,off,False,3012
beng-beng extra chocolate&caramel,beng-beng extra chocolate&caramel,beng-beng,8996001354124,500.0,5.0,65.0,25.0,0,50.0,off,False,3012
100% Natural Tomato Ketchup,100% natural tomato ketchup,Hunt's,0027000002667,118.0,0,29.4,0,0,882.0,off,False,3011
2 burger base soia,2 burger base soia,Esselunga,8002330022846,203.0,16.0,8.2,11.0,3.7,400.0,off,False,3011
Batatas Fritas Batata Doce,batatas fritas batata doce,Pingo Doce,5601009987733,559.0,2.4,50.2,37.4,6.1,160.0,off,False,3011
"Beans, no added sugar","beans, no added sugar",Batchelors,5011001296786,70.0,4.5,10.0,0.4,0,320.0,off,False,3011
Beurre goed begin,beurre goed begin,Vita D'or,4056489336396,346.0,0,1.1,38.0,0,132.0,off,False,3011
Biscocrema,biscocrema,Pan di stelle,8076809577274,497.0,8.0,58.5,24.5,5.0,130.0,off,False,3011
Biscotto dei grandi il classico,biscotto dei grandi il classico,Plasmon,8001040197943,413.0,9.7,74.0,8.0,3.2,160.0,off,False,3011
Bolacha Maria,bolacha maria,Continente,5601312075509,434.0,7.6,77.0,10.0,2.6,252.0,off,False,3011
Bolachas com chocolate de leite,bolachas com chocolate de leite,CONTINENTE,5601312049579,480.0,6.3,63.3,21.4,4.7,576.0,off,False,3011
Breton bites original,breton bites original,Dare,0055653684404,450.0,10.0,65.0,20.0,5.0,650.0,off,False,3011
Bucaneve 6 cereali,bucaneve 6 cereali,Bauli,8000605151710,466.0,8.3,61.0,19.0,7.0,336.0,off,False,3011
Bulgur e Quinoa,bulgur e quinoa,Amo essere veg,8017596127570,145.0,5.2,25.0,1.7,4.1,324.0,off,False,3011
Cereals,cereals,,5900020021595,402.0,8.5,74.2,6.3,0,180.0,off,False,3011
Cheetos,cheetos,Frito,0028400329453,571.43,7.14,53.57,35.71,0,892.86,off,False,3011
Chocoladevlokken puur,chocoladevlokken puur,De Ruijter,8710496979002,443.0,5.2,66.0,16.0,0,0,off,False,3011
Chocolate caramel sea salt,chocolate caramel sea salt,Tony's Chocolonely,8717677336654,537.0,6.9,54.0,32.0,0,276.0,off,False,3011
Chrupki o smaku keczupu,chrupki o smaku keczupu,Przysnacki,5900073020415,466.0,6.8,73.0,16.0,0,760.0,off,False,3011
Cioccolato fondente,cioccolato fondente,Dolciando,8017596004154,515.0,5.4,51.7,30.1,8.2,0,off,False,3011
Coffee Melange,coffee melange,Mizo,5998200473685,72.0,2.9,9.2,2.6,0,40.0,off,False,3011
Coke Zero,coke zero,Coca-Cola,9300675033848,0.33,0.05,0.1,0,0,11.18,off,False,3011
Crazy Bee,crazy bee,Roshen,4823077602863,320.0,0,79.0,0,0,0,off,False,3011
Crema nocciola,crema nocciola,Nutkao,8008245004496,553.0,6.9,55.7,33.4,0,120.0,off,False,3011
Crunchy Chili Onion,crunchy chili onion,Trader Joe's,00624800,688.0,0,25.0,62.5,5.0,938.0,off,False,3011
Crunchy Granola Bites Kokos und Schokolade,crunchy granola bites kokos und schokolade,Finest Bakery,4099200182919,484.0,8.9,40.0,28.0,16.0,72.0,off,False,3011
Crănțănele Sare,crantanele sare,Chio,5941445676427,539.0,3.2,55.0,33.0,4.2,880.0,off,False,3011
Cuori di filetto di merluzzo dell'oceano,cuori di filetto di merluzzo dell'oceano,Eurospin,8017596001078,74.0,16.0,0,1.0,0,120.0,off,False,3011
Dark Chocolate Covered Mangoes,dark chocolate covered mangoes,Kirkland,0096619129133,429.0,3.57,71.4,14.3,3.57,107.0,off,False,3011
Desi Ghee,desi ghee,NANAK,0797677300303,857.0,0,0,100.0,0,0,off,False,3011
Doce extra 4 Frutos Vermelhos,doce extra 4 frutos vermelhos,Continente,5601312002208,245.0,0.5,60.0,0,1.6,0,off,False,3011
Dériko,deriko,BMZ,6111262388189,454.5,5.7,61.6,20.0,0,760.0,off,False,3011
Fajita Seasoning Mix,fajita seasoning mix,Lidl,20620691,154.0,26.4,3.8,3.4,1.4,311.0,off,False,3011
Fanta exotic,fanta exotic,Fanta,5000112637977,53.0,0,13.2,0,0,0,off,False,3011
Fette biscottate integrali,fette biscottate integrali,MD,8019730093819,398.0,13.0,69.0,5.8,9.0,520.0,off,False,3011
Fit & crunch,fit & crunch,Happy Harvest,4061464108035,406.0,8.5,75.0,6.7,6.9,276.0,off,False,3011
Flash I.V.,flash i.v.,BodyArmor,0810113830582,80.0,0,16.0,0,0,530.0,off,False,3011
Flocos de Aveia,flocos de aveia,Seara,5600341930872,375.0,14.0,56.0,6.9,11.0,52.0,off,False,3011
Fromage de chèvre,fromage de chevre,Everyday,5400141958577,291.0,20.0,1.0,23.0,0,590.0,off,False,3011
Fromage24,fromage24,Bel,3073781176162,206.0,1.05,7.5,16.0,0,0,off,False,3011
Frutos secos cocktail classique,frutos secos cocktail classique,,24045353,457.0,17.7,31.5,26.9,8.9,352.0,off,False,3011
Frutti Fresh Struguri Roşii,frutti fresh struguri rosii,,5942207011661,45.0,0,11.2,0,0,0,off,False,3011
Half and Half Ultra-Pasteurized,half and half ultra-pasteurized,Horizon Organic,0742365232954,133.0,3.33,3.33,10.0,0,50.0,off,False,3011
I cotti al vapore - Mais,i cotti al vapore - mais,Conad,8003170003187,80.0,2.3,12.0,2.0,2.9,134.0,off,False,3011
Jus de framboise,jus de framboise,,9015340103558,26.0,0,6.3,0,0,0,off,False,3011
Kirkland Almond non-dairy beverage,kirkland almond non-dairy beverage,Kirkland,0096619277810,12.5,1.0,1.0,2.5,1.0,111.76,off,False,3011
Krem orzechowy smak wanilia,krem orzechowy smak wanilia,Vitanella,5900617040237,577.0,31.0,8.9,45.0,11.0,180.0,off,False,3011
Lemon Poppy Seed Oat Bar,lemon poppy seed oat bar,Bobo's,0829262000234,395.0,6.98,62.8,14.0,4.65,151.0,off,False,3011
Lightly Breaded Chicken Breast Chunks,lightly breaded chicken breast chunks,Kirkland Signature,0196633951779,179.0,19.0,11.9,5.36,0,857.0,off,False,3011
Madelenas Laranja,madelenas laranja,Aurora,5600744051167,440.0,5.4,57.0,21.0,1.6,172.0,off,False,3011
Mandarins,mandarins,Wonderful,0072240133817,51.1,0.57,13.1,0.28,1.7,0,off,False,3011
Marmellata di arance,marmellata di arance,Lidl,4056489495680,222.0,0.3,54.2,0.2,0.9,12.0,off,False,3011
Molho de Alho,molho de alho,Calvé,5601165006255,184.0,1.0,12.0,14.0,0,590.0,off,False,3011
Mostarda Original,mostarda original,,5601149023896,104.9,2.7,15.7,3.1,0,1520.0,off,False,3011
Multivitam juice,multivitam juice,Hortex,5900500035265,45.0,0.3,10.8,0,0,0,off,False,3011
"Müllermilch, napój mleczny o smaku malinowym","mullermilch, napoj mleczny o smaku malinowym",Müller,4025500292164,68.0,3.2,10.9,1.3,0,56.0,off,False,3011
Müzli (red frutis),muzli (red frutis),Cerbona,5998400304130,335.0,5.0,74.5,7.0,4.0,160.0,off,False,3011
Nerds Gummy Clusters Very Berry,nerds gummy clusters very berry,Nerds,0079200060688,333.0,3.33,80.0,0,0,150.0,off,False,3011
Nobel Sour Lemon Flavor Candy,nobel sour lemon flavor candy,Nobel,4902124680235,394.0,0,100.0,0.27,0,0,off,False,3011
Not Milk - saveur chocolat,not milk - saveur chocolat,Alpro,5411188138488,79.0,3.1,7.4,3.9,0,56.0,off,False,3011
Oat & Hazelnut bio drink,oat & hazelnut bio drink,Atlantic grupa,3858890476989,56.0,0.8,6.0,3.0,0,36.0,off,False,3011
Olio vergine di cocco,olio vergine di cocco,Vivi Verde,8001120707581,828.0,0,0,92.0,0,0,off,False,3011
"Organic Unsweetened Almond Non-Dairy Beverage, Vanilla","organic unsweetened almond non-dairy beverage, vanilla",Kirkland,0096619533015,12.5,0.42,0.42,1.25,0.42,45.8,off,False,3011
Original,original,Planta,8719200186385,699.0,0.5,0.5,79.0,0,560.0,off,False,3011
Original,original,Becel,8719200186101,529.0,0.5,0.5,59.0,0,80.0,off,False,3011
Original cooking spray,original cooking spray,ConAgra,0064144030217,792.0,0,21.0,79.0,0,0,off,False,3011
PROfeel Protein-Mousse Choklad,profeel protein-mousse choklad,Valio,6408430408917,89.0,12.0,5.7,1.8,0,118.0,off,False,3011
Pane multicereali,pane multicereali,Gilli,8012678010733,247.0,8.2,35.0,6.7,7.1,520.0,off,False,3011
Pate integral gunmand porc,pate integral gunmand porc,Capricii si delicii,5941866607611,289.0,11.6,4.3,25.0,0,1600.0,off,False,3011
Peanut,peanut,M&amp;M,5900951141645,526.0,10.0,59.0,27.0,0,59.0,off,False,3011
Peanut Butter Creamy,peanut butter creamy,Nut'N Better,0064684130163,594.0,25.0,21.9,50.0,9.38,203.0,off,False,3011
Peanut Butter Crunchy,peanut butter crunchy,Bega,9352042000137,624.0,24.1,11.8,52.7,7.27,541.0,off,False,3011
Pic's Really Good Peanut Butter Crunchy No Salt,pic's really good peanut butter crunchy no salt,Pic's,9421901881061,604.0,26.3,11.3,49.0,9.0,3.33,off,False,3011
Piskótatallér,piskotataller,Tastino,20076092,378.0,10.0,77.0,3.0,1.8,80.0,off,False,3011
Pistaches,pistaches,Albert Heijn,8718907102315,639.0,20.0,16.0,54.0,0,600.0,off,False,3011
Premier protein,premier protein,Premier Protein,0643843718567,49.2,9.23,1.54,0.92,0.61,677.0,off,False,3011
Premium Whey Bar Protein 50%,premium whey bar protein 50%,Go On,5900617044112,403.0,50.0,22.0,16.0,0.6,153.0,off,False,3011
Prime Hydration Drink - Lemon Lime,prime hydration drink - lemon lime,Prime Hydration,0850003560410,4.0,0,1.0,0,0,2.0,off,False,3011
Prisca bio abóbora,prisca bio abobora,Prisca,5605466912185,204.0,0.22,50.0,0.2,0,0,off,False,3011
Pronutrition bar,pronutrition bar,Pro nutrition energy for life,6421766033219,432.73,20.73,47.45,12.18,2.0,0,off,False,3011
Proti White,proti white,mister choc,4056489167600,530.0,16.4,40.0,39.4,0,100.0,off,False,3011
Pure chocoladehagelslag,pure chocoladehagelslag,Jumbo,8718452611645,442.4,5.4,68.0,15.0,6.6,100.0,off,False,3011
Pão de forma integral,pao de forma integral,Continente,5601312179115,243.0,11.0,40.0,2.96,6.09,480.0,off,False,3011
Pêssego Ice Tea,pessego ice tea,Lipton,8710908961939,19.0,0.5,4.7,0.5,0,21.2,off,False,3011
Püding Choco,puding choco,Muller,42392170,104.0,3.0,17.9,2.1,0,0.19,off,False,3011
Reduced Fat Milk 2% Milkfat,reduced fat milk 2% milkfat,Kirkland Signature,0096619000012,54.2,3.33,5.0,2.08,0,54.2,off,False,3011
Restaurant Style Tortilla Triangles Cheesy Nachos,restaurant style tortilla triangles cheesy nachos,Mission,9317224401911,478.0,7.6,60.0,21.8,0,550.0,off,False,3011
Roasted striped sunflower seeds,roasted striped sunflower seeds,Kerpi Nuts,3800103001150,640.0,19.0,24.0,50.0,8.8,1000.0,off,False,3011
Rolled oats Quick Sachet,rolled oats quick sachet,Uncle Toby's,9310060403699,380.0,12.9,56.8,9.12,9.12,5.88,off,False,3011
Rookamandelen,rookamandelen,AH,8718906230484,635.0,25.0,6.0,55.0,8.0,472.0,off,False,3011
Root Beer Prebiotic Soda,root beer prebiotic soda,poppi,0810063710323,8.45,0,2.54,0,0.84,1.41,off,False,3011
Sabor a Manteiga Formato Familiar,sabor a manteiga formato familiar,Planta,8719200267923,677.0,0.5,0.5,75.0,0,520.0,off,False,3011
Saint Rolan Le Viennois,saint rolan le viennois,,3338880000764,319.0,10.0,49.0,8.7,0,440.0,off,False,3011
Simply Ruffles Sea Salted,simply ruffles sea salted,Ruffles,0028400679114,444.0,5.56,41.7,27.8,16.4,2300.0,off,False,3011
Soia e Riso con calcio,soia e riso con calcio,Coop,8001120714893,41.0,1.9,4.1,1.9,0,40.0,off,False,3011
Sok pomidorowy pikantny,sok pomidorowy pikantny,Dawtona,5901713020314,19.0,1.0,3.1,0,1.2,164.0,off,False,3011
Sourdough Brown Bloomer,sourdough brown bloomer,Gallagher Bakehouse,5391526416105,251.0,9.53,45.2,2.35,5.53,380.0,off,False,3011
Sugar free chocolate,sugar free chocolate,DIABLO,5060309490792,514.0,10.0,26.0,43.0,0,0,off,False,3011
Tagliata,tagliata,Kioene,8027890011420,188.0,21.0,4.0,9.5,1.2,880.0,off,False,3011
Taters Seasoned Shredded Potatoes,taters seasoned shredded potatoes,Great Value,0078742430287,167.0,2.38,20.2,8.33,3.57,214.0,off,False,3011
Tomato ketchup classico,tomato ketchup classico,Cucina e Sapori,8019730024561,104.0,1.3,24.0,0,1.1,800.0,off,False,3011
Trail Mix Crumble,trail mix crumble,Dave's Killer Bread,0013764028432,440.0,8.0,62.0,22.0,12.0,230.0,off,False,3011
Tropical Lime,tropical lime,Mountain Dew Baja Blast,0012000130274,8.02,0,12.5,0,0,16.1,off,False,3011
Water crackers,water crackers,Coles,9310645361130,51.0,1.2,8.7,1.1,1.0,75.0,off,False,3011
Wholegrain Premium Bread,wholegrain premium bread,Brennans,5011059000076,230.0,9.2,40.0,1.5,4.6,440.0,off,False,3011
Woven Whole Wheat Crackers Rosemary & Olive Oil Baked Crackers,woven whole wheat crackers rosemary & olive oil baked crackers,Savoritz,4099100063868,120.0,2.0,20.0,4.0,3.0,125.0,off,False,3011
Xtra Rapsolje,xtra rapsolje,Coop,7340011340188,900.0,0,0,100.0,0,0,off,False,3011
coconut milk unsweetened,coconut milk unsweetened,THAI KITCHEN,0737628011506,150.0,1.25,1.25,15.0,0,37.5,off,False,3011
latte di avena senza glutine imp,latte di avena senza glutine imp,Sarchio,8003712009356,51.0,1.0,9.0,1.0,1.0,40.0,off,False,3011
Àgua de Coco,agua de coco,,5608394421347,15.0,0,3.9,0,0,40.0,off,False,3011
Бисквити кафе,бисквити кафе,Престиж,3800061607470,506.0,6.88,62.5,25.0,0,12.5,off,False,3011
Битер лимон,битер лимон,Schweppes,5449000044846,55.0,0,13.3,0,0,0,off,False,3011
Линцер,линцер,Желание,3800204941096,498.0,6.1,66.6,23.0,0,79.0,off,False,3011
Моцарела,моцарела,Formagia,5907627470139,247.0,18.0,1.0,19.0,0,200.0,off,False,3011
Пилешки гърди,пилешки гърди,Pikok,20690113,120.7,22.0,2.0,2.5,0.5,787.0,off,False,3011
100f,100f,I,0221257000852,266.0,7.0,48.0,4.3,0,433.07,off,False,3010
5061062710011,5061062710011,,5061062710011,3.4,0,0.56,0,0,11.0,off,False,3010
AG1 Daily,ag1 daily,Athletic Greens,0850008776359,250.0,16.67,50.0,0,16.67,375.0,off,False,3010
Act II sabor Mantequilla 3 Pack,act ii sabor mantequilla 3 pack,Act II,7501006559071,508.0,8.33,55.0,28.3,8.33,1020.0,off,False,3010
Aloe Vera Drink,aloe vera drink,Dellos,8594166373105,44.0,3.0,11.0,0,0,0,off,False,3010
Aloe vera,aloe vera,,6420179001877,34.0,0.1,8.28,0.5,0.1,48.0,off,False,3010
Alta digeribilità senza lattosio grassi,alta digeribilita senza lattosio grassi,candia,3533631051006,41.0,3.3,4.8,1.0,1.0,40.0,off,False,3010
Apa Fructata,apa fructata,Bucovina,59493037,20.0,0,4.9,0,0,0,off,False,3010
Apple Chip Duo,apple chip duo,Trader Joe's,00739917,351.0,1.75,93.0,0,14.0,0,off,False,3010
Aranciata,aranciata,Nestlé,8002270826801,42.0,0.1,10.1,0,0,3600.0,off,False,3010
Artisan Nut-Thins Sesame Seeds,artisan nut-thins sesame seeds,Blue Diamond Almonds,0041570109090,433.0,10.0,73.33,13.33,10.0,450.0,off,False,3010
Bistrò Burger di nasello,bistro burger di nasello,Findus,8057018226351,116.0,13.0,1.0,5.9,3.2,0,off,False,3010
Brně oříškové s medem,brne oriskove s medem,opavia,8593894800044,446.0,7.5,67.0,15.0,4.3,356.0,off,False,3010
