name,name_normalized,brand,barcode,kcal,protein,carbs,fat,fibres,sodium,source,sold_in_fr,popularity
Pomme de terre grelots fraiches,pomme de terre grelots fraiches,The Little Potato Co.,0629307122019,63.64,2.0,15.0,0,2.0,0,off,False,721
Popcorn de maïs soufflé de qualité supérieure et transformé au minimum,popcorn de mais souffle de qualite superieure et transforme au minimum,Lesser Evil,0855469006625,400.0,8.0,54.0,18.0,16.0,620.0,off,False,721
Poulet et nouilles (sans nom),poulet et nouilles (sans nom),No Name,0060383055615,333.0,9.52,71.4,2.38,4.76,3710.0,off,False,721
Quadratini vanille,quadratini vanille,Loacker,8000380004942,521.0,7.9,61.0,27.0,0,160.0,off,False,721
Quinoasalat,quinoasalat,mmmh,7610029217896,179.0,4.9,14.0,11.0,0,440.0,off,False,721
Salade de saison Hiver bio,salade de saison hiver bio,Coop Betty Bossi,7627534916657,124.0,1.3,4.2,11.0,1.7,276.0,off,False,721
Samanco,samanco,Binggrae,8801104305136,147.0,2.0,24.0,4.67,0,53.3,off,False,721
Sauce au sésame grillé,sauce au sesame grille,Kewpie,4901577056413,466.0,3.2,16.0,43.0,0,1280.0,off,False,721
Sirop de table à saveur de beurre,sirop de table a saveur de beurre,President's Choice,0060383067939,367.0,0,90.0,0,0,75.0,off,False,721
Speculoos original,speculoos original,Delhaize,5400113744115,487.0,5.7,74.0,18.0,1.4,332.0,off,False,721
Sucre vanillié,sucre vanillie,Dr.Oetker,76400513,389.0,0,97.0,0,0,0,off,False,721
Suppebuljong,suppebuljong,Maggi,7613287302038,4.0,0.1,0.6,0.1,0.1,400.0,off,False,721
"Sweet potato, apple & chicken organic baby food","sweet potato, apple & chicken organic baby food",Baby Gourmet Organic,0628619000015,70.31,2.34,14.06,0.78,1.56,0,off,False,721
Tomatepure,tomatepure,Key quality,8710563474430,82.0,4.2,15.4,0.4,0,4.0,off,False,721
Tomates séchées au soleil,tomates sechees au soleil,Savor,0827683000369,267.0,6.67,26.7,13.3,10.0,2300.0,off,False,721
Tortillas de maíz,tortillas de maiz,Saniito,7804664780000,165.0,4.5,33.0,1.7,16.2,353.0,off,False,721
Tranches de pêche sure,tranches de peche sure,Fruitee Gummee,0667888033829,375.0,7.5,87.5,0,0,25.0,off,False,721
ananas golden smile,ananas golden smile,Golden Smile,7791273000707,60.0,0,16.0,0,1.0,4000.0,off,False,721
goûter,gouter,President,6191513502779,92.0,9.5,4.5,4.0,0,0,off,False,721
petit-navire,petit-navire,Petit Navire,3019089044451,187.0,24.0,0,10.0,0,400.0,off,False,721
100% Veggie - 32 veggie & mixed fruit juice,100% veggie - 32 veggie & mixed fruit juice,Tipco,8851013760496,45.0,0.5,10.0,0,0,160.0,off,False,720
Bevanda all'arena senza zuccheri,bevanda all'arena senza zuccheri,,8017596133243,40.0,0.2,5.8,1.5,1.2,44.0,off,False,720
Black tea tropical fruit,black tea tropical fruit,Lipton,8711327515529,4.0,0.5,0.5,0.5,0,0,off,False,720
Boer’n duo vla,boer’n duo vla,,8711399023090,104.0,3.2,15.0,3.4,0,52.0,off,False,720
Chili Sauce,chili sauce,Boni,5400141605228,168.0,0.6,40.0,0.5,1.4,0,off,False,720
Coconut milk,coconut milk,Thai Coco,8938507849513,160.0,0.9,3.0,17.0,0,0,off,False,720
Cottage syr,cottage syr,Boni,5900120072299,101.0,11.0,3.0,5.0,0,0,off,False,720
Cremona,cremona,Fattorie Cremona,8007235000067,398.0,33.0,0,29.0,0,600.0,off,False,720
Croquettes de pommes de terre - Four,croquettes de pommes de terre - four,Boni Selection,5400141958676,187.0,2.9,27.0,7.0,2.1,320.0,off,False,720
Crunchy Peanut Butter,crunchy peanut butter,Jif,0051500750063,600.0,20.0,26.7,46.7,6.67,333.0,off,False,720
Dattes déloyautées,dattes deloyautees,Golden valley,0180339000220,275.0,2.5,75.0,0,7.5,0,off,False,720
Fanta Green Apple,fanta green apple,Fanta,6928804011456,47.0,0,11.2,0,0,0,off,False,720
Flocons d'avoine régulier biologiques,flocons d'avoine regulier biologiques,La Milanaise,0627062409048,375.0,15.0,67.5,6.25,10.0,0,off,False,720
Fruit sauce,fruit sauce,GoGo SqueeZ,0848860046246,66.67,0.33,17.78,0.44,3.33,0,off,False,720
Gingen Ginger,gingen ginger,Gingen,8850316070103,384.0,1.25,95.9,0,0.33,0,off,False,720
Le petit Déjeuner Granola,le petit dejeuner granola,,5202558081356,383.0,11.5,64.0,6.8,11.9,80.0,off,False,720
Mayo,mayo,Pauwels,5410832139505,739.0,1.3,1.4,81.0,0,480.0,off,False,720
Pesto au basilic,pesto au basilic,fior fiore,0811578034218,383.0,5.0,8.33,35.0,1.67,1000.0,off,False,720
Plant-based Spätzli fini,plant-based spatzli fini,V-Love,7613404608050,133.0,5.1,25.0,1.0,2.0,272.0,off,False,720
Red twists,red twists,SMART SWEETS,0669809200709,200.0,0,50.0,1.0,24.0,170.0,off,False,720
Reilu,reilu,Oululainen,6411402164902,268.0,9.2,50.0,2.3,4.2,440.0,off,False,720
Salade de chou CRÉMEUSE,salade de chou cremeuse,St-Hubert,0066701006178,200.0,1.0,9.0,18.0,1.0,260.0,off,False,720
Sanisimo,sanisimo,Saníssimo,7503028965557,367.0,8.2,68.1,7.2,10.9,266.0,off,False,720
Saucissons de poulet,saucissons de poulet,Aoste,5411761359972,129.0,16.0,2.4,6.1,0,640.0,off,False,720
Skyr Air fruit de la passion,skyr air fruit de la passion,Isey skir air,5690845002762,72.0,8.8,4.5,2.0,0,0.11,off,False,720
Snack de maïs au fromage,snack de mais au fromage,Cheetos,5201024512189,524.0,9.3,51.9,30.4,0,912.0,off,False,720
Volle Melk,volle melk,bio+,8710624295394,63.0,3.3,4.5,3.5,0,39.0,off,False,720
Zucchero,zucchero,TTD,8594000230250,400.0,0,100.0,0,0,0,off,False,720
oeufs poule élevées au sol,oeufs poule elevees au sol,Ferme Flement,4056489705956,153.0,13.0,0.6,11.0,0,0,off,False,720
Bel normande (raisin rouhe gazéifié),bel normande (raisin rouhe gazeifie),bel normande,3104935391329,60.0,0,14.5,0,0,15.0,off,False,719
Biscottes,biscottes,Grissol,0056951449436,433.33,10.0,70.0,15.0,3.33,666.67,off,False,719
Boisson énergisante,boisson energisante,Guru 355ml,0701648010146,32.4,0,8.45,0,0,0,off,False,719
Bread bites big,bread bites big,Sunbites,6281036287106,450.0,10.3,66.7,15.7,5.33,217.0,off,False,719
Bull eye,bull eye,Bull's Eye,0068100080063,200.0,1.0,46.7,0,0,1000.0,off,False,719
Béchamel,bechamel,Brommerdrop,4056489340577,155.0,3.2,12.0,10.5,0,280.0,off,False,719
Carac géant,carac geant,MIGROS,7616700196078,435.0,3.5,55.0,22.0,1.6,76.0,off,False,719
Cheddar extra-fort vieilli 2 ans,cheddar extra-fort vieilli 2 ans,l'Île-aux-Grues,0066129002769,400.0,26.7,6.67,30.0,0,567.0,off,False,719
Chicken strips,chicken strips,Americana,6281050114891,200.0,16.0,12.5,9.4,1.0,651.0,off,False,719
Chocolat au lait,chocolat au lait,M-Budget,7613312379783,592.0,6.9,45.0,42.0,3.4,44.0,off,False,719
Choucroute crue bio,choucroute crue bio,vitalkraut masshard swisskraut ag,7610596040095,20.0,1.4,0.7,0.2,3.0,560.0,off,False,719
Citron et lime juicy gels,citron et lime juicy gels,Snack pack,0058807123453,4.04,0,1.01,0,1.01,35.4,off,False,719
Cookie Dough Ice Cream,cookie dough ice cream,Delhaize,5400113733201,270.0,3.4,29.0,16.0,0.5,56.0,off,False,719
Coquilles croustillantes,coquilles croustillantes,Old El Paso,0058300060163,469.0,6.25,62.5,21.9,6.25,812.0,off,False,719
Deux fois plus de fruits - Fraises,deux fois plus de fruits - fraises,Blue Menu,0060383755577,167.0,0,40.0,0,0,0,off,False,719
Dione Vanilla Strawberry,dione vanilla strawberry,Dione,4770175484061,293.0,5.3,24.5,22.3,13.2,40.0,off,False,719
Fudge Bars Frozen,fudge bars frozen,Natrel,0064420555144,102.0,3.41,20.5,1.7,5.68,45.5,off,False,719
Hamburger bun,hamburger bun,no name,0060383022921,267.0,8.89,48.9,3.33,2.22,467.0,off,False,719
Haricots blancs à la sauce tomate,haricots blancs a la sauce tomate,Boni Selection,5400141981964,83.0,5.6,11.0,0.6,4.9,240.0,off,False,719
Huile MCT,huile mct,Nutiva,0692752113338,900.0,0,0,90.0,0,0,off,False,719
Indian Tempeh,indian tempeh,Bumi,8719324745000,283.0,19.0,6.0,19.31,0,360.0,off,False,719
Italian dressing,italian dressing,Coop,7624841253413,251.0,0,11.0,23.0,0,720.0,off,False,719
KOPIKO BLANCA,kopiko blanca,Kopiko,8996001414309,483.0,3.33,73.3,20.0,0,233.0,off,False,719
Kawami,kawami,Kawami,8859479405449,375.0,25.0,25.0,0,0,0,off,False,719
Lady Boba Taro Bubble Tea,lady boba taro bubble tea,Madam Hong,4711115020031,58.0,1.0,10.8,1.2,0,9.9,off,False,719
Love macarons,love macarons,For you,4056489215325,440.0,8.3,53.9,20.6,2.9,56.0,off,False,719
L’original,l’original,Labeyrie,3033610067412,176.0,23.0,0.25,9.4,0,1141.0,off,False,719
MADE GOOD strawberry granola bar,made good strawberry granola bar,Made Good,0687456211053,417.0,8.33,70.8,10.4,8.33,41.7,off,False,719
Mango with sweet shrimpaste,mango with sweet shrimpaste,7-11,8857122646157,136.0,2.4,32.8,0,2.4,400.0,off,False,719
Matcha cereal,matcha cereal,Nissin,4897053640538,466.0,8.75,62.8,19.5,5.25,300.0,off,False,719
Noord Hollander gouda demi-vieux,noord hollander gouda demi-vieux,Colruyt,5400141408911,391.0,25.0,0,32.0,0,560.0,off,False,719
Pousses de bambou en tranches à l'eau,pousses de bambou en tranches a l'eau,Delhaize,5400111012339,13.0,0.8,1.3,0.2,0,40.0,off,False,719
Psyllium,psyllium,Kruidvat,8719179404848,194.0,1.4,2.5,0.2,88.0,120.0,off,False,719
Pâte feuilletée pur beurre aux céréales complètes,pate feuilletee pur beurre aux cereales completes,Biobleud,3531150333047,340.0,6.6,38.0,18.0,2.6,280.0,off,False,719
Quinoa,quinoa,President's Choice,0060383192419,355.56,13.33,64.44,5.56,0,0,off,False,719
Riz à grains longs et sauvages,riz a grains longs et sauvages,Minute Rice,0059100008645,184.0,4.0,35.2,2.4,0.8,520.0,off,False,719
SUSHI KING Chicken Singapore Noodles 380g,sushi king chicken singapore noodles 380g,SUSHI KING,5391518260358,102.0,8.51,13.7,1.9,0,399.2,off,False,719
Splendido gnocchi boulettes de pâte de pommes de terre,splendido gnocchi boulettes de pate de pommes de terre,President's Choice,0060383986780,165.0,4.71,36.5,0.59,1.18,365.0,off,False,719
Steak Fries,steak fries,Aviko,8710449001880,145.0,2.5,27.5,3.5,2.5,0,off,False,719
Tarte flambée d'Alsace,tarte flambee d'alsace,Migros,7613269497363,250.0,10.0,22.0,13.0,2.5,590.0,off,False,719
Vare beste,vare beste,Orkla confectionery & snacks norge as,7039317003780,330.0,11.0,61.0,2.5,8.5,0,off,False,719
Veg mayonnaise for burger,veg mayonnaise for burger,Dr. Oetker,8906002000876,466.0,1.33,20.0,42.0,0,648.0,off,False,719
vit up,vit up,vitalait,6191507249796,80.0,2.3,13.0,2.0,0,40.0,off,False,719
œufs de poules,œufs de poules,Boni Selection,5400141860283,151.0,13.0,0,11.0,0,0,off,False,719
Amandes grillées et salées,amandes grillees et salees,Ültje,4004980536708,637.0,24.0,6.0,56.0,0,400.0,off,False,718
Carbonnades boeuf,carbonnades boeuf,Lidl,20425852,100.0,22.1,0.1,1.1,0.6,59.0,off,False,718
Glutenfree gingerbread,glutenfree gingerbread,Peijnenburg,8710397281556,307.0,4.0,70.0,2.0,1.0,197.0,off,False,718
Grissini Torinesi,grissini torinesi,RomiMarie,8004583529516,421.0,11.0,68.0,11.0,3.0,920.0,off,False,718
Huile olive extra vierge,huile olive extra vierge,Olivani,9415102000864,807.84,0,0,91.3,0,0,off,False,718
Humm hummus artichauts épinards,humm hummus artichauts epinards,Fontaine Santé,0770333024416,70.0,2.0,5.0,5.0,1.0,120.0,off,False,718
Isotonic Electrolytes Refresh,isotonic electrolytes refresh,aqua viva,8600037004075,19.1,0,4.51,0,0,60.3,off,False,718
Jus d'orange 100%,jus d'orange 100%,Riviva,5901886038550,43.0,0.6,9.8,0.5,0,4.0,off,False,718
Kipfilet,kipfilet,Albert Heijn,2303327803391,126.0,20.0,2.9,3.8,0,852.0,off,False,718
Lait 2%,lait 2%,,0055872021011,53.33,3.33,5.0,2.0,0,43.33,off,False,718
Macarrones con queso,macarrones con queso,Milano,0703311234767,227.1,7.0,49.0,1.0,0,330.0,off,False,718
Madeland plátky 45%,madeland platky 45%,Madeta,8593803327501,349.0,26.0,0.5,27.0,0,472.0,off,False,718
Marmellata,marmellata,Vis,8001395004422,188.0,0.7,43.0,0.3,0,0,off,False,718
Milchreis,milchreis,Coop Prix Garantie,7627535043529,116.0,3.3,20.0,2.5,0,40.0,off,False,718
Mélange d'huiles,melange d'huiles,Becel,8719200073012,813.0,0,0,92.0,0,0,off,False,718
Mélange edamames vitalité,melange edamames vitalite,Basse,0626394320205,460.0,26.0,42.0,22.0,10.0,240.0,off,False,718
Müesli suisse aux fruit bio,muesli suisse aux fruit bio,Coop,7627535692673,370.0,11.0,55.0,9.1,0,0,off,False,718
Orange,orange,River,4068261033003,47.0,0,11.4,0,0,12.0,off,False,718
Orange zéro,orange zero,Denner,7610029218442,3.0,0,0.5,0,0,0,off,False,718
Parlines bonbons de chocolat,parlines bonbons de chocolat,Hamlet,5400265042022,565.0,6.0,50.0,38.0,0,60.0,off,False,718
Planet Gum,planet gum,Casa del dolce,8005533042697,330.0,0,82.2,0,0,0,off,False,718
Pâte à Pizza,pate a pizza,chef select,4056489132356,271.0,10.4,42.7,4.5,0,440.0,off,False,718
Qnt Life Whey Protein Wafer Vanilla Yoghurt Flavour 35g,qnt life whey protein wafer vanilla yoghurt flavour 35g,QNT,5425002406387,517.0,30.0,32.0,30.0,0,92.0,off,False,718
Sauce brazil,sauce brazil,Delhaize,5400113670407,594.0,1.5,8.6,61.0,0,480.0,off,False,718
Seasoned parsnips,seasoned parsnips,Deluxe,4056489869610,146.0,1.7,25.5,3.3,3.8,200.0,off,False,718
Skyr,skyr,Shepherd Gourmet,0827925275005,62.9,11.4,3.43,0,0,34.3,off,False,718
Tarte Pecan,tarte pecan,St Donat,0058569150810,426.0,4.54,51.7,23.6,3.63,145.0,off,False,718
Alaska Pollok Fillets,alaska pollok fillets,Ocean Sea,20466190,68.0,15.1,0,0.8,0,68.0,off,False,717
Bio&Vegan Petit Coeur,bio&vegan petit coeur,Kambly,7614800995140,521.0,6.1,59.0,28.0,4.4,176.0,off,False,717
Biscuits fourrés au beurre fin,biscuits fourres au beurre fin,Sondey,20354091,387.0,5.5,62.2,13.0,0,102.0,off,False,717
Cheerios Croquantes à l’avoine,cheerios croquantes a l’avoine,Cheerios,0065633164420,411.0,7.14,78.6,8.04,5.36,446.0,off,False,717
Crème cuisson 35%,creme cuisson 35%,Lactantia,0068200202709,333.33,2.0,0,33.33,0,33.33,off,False,717
Delhaize | Haché | Poulet | Epicé 500 gr,delhaize | hache | poulet | epice 500 gr,Delhaize,5400119583923,155.0,19.0,0.5,8.6,0,0,off,False,717
Espresso Napoli,espresso napoli,Kimbo,8002200101688,1.0,0.1,0,0,0,0,off,False,717
Flatbread,flatbread,Specially Selected,4099100026078,320.0,8.0,52.0,8.0,2.0,580.0,off,False,717
HARIBO  Pasta Frutta,haribo pasta frutta,Haribo,4001686357989,326.0,0.8,80.0,0.3,0,8.0,off,False,717
Mini galettes de maïs,mini galettes de mais,Delhaize,5400113744863,425.0,6.9,78.0,8.8,2.3,256.0,off,False,717
Monde Spécial Mamon,monde special mamon,Monde,4807770121333,384.0,6.98,55.8,14.0,2.33,384.0,off,False,717
Organic Mayonnaise,organic mayonnaise,Spectrum Naturals,0022506002913,714.0,0,0,78.6,0,607.0,off,False,717
Oyakata,oyakata,Oyakata,5901384505318,81.02,1.8,9.1,4.0,0,334.0,off,False,717
Premium Ice Cream - French Vanilla,premium ice cream - french vanilla,null,0062942000227,95.7,0.53,12.8,4.26,0.53,16.0,off,False,717
Real Mayonnaise,real mayonnaise,Best Foods,0048001265523,714.0,0,0,78.6,0,679.0,off,False,717
Roller Coaster,roller coaster,Jack 'n Jill,4800016661006,533.0,6.67,56.7,30.0,0,800.0,off,False,717
Spearmint,spearmint,Boni,5400141608106,177.0,0.5,73.0,0.5,0,0,off,False,717
Tutto il buono della farina W 170,tutto il buono della farina w 170,Garofalo,8000139925214,338.0,8.9,73.0,0,0,0,off,False,717
Δημητριακά Βρώμης Χωρίς Προσθήκη Ζάχαρης,δημητριακα βρωμης χωρις προσθηκη ζαχαρης,ΒΙΟΛΑΝΤΑ,5200100941608,377.0,12.3,60.3,5.33,19.7,173.0,off,False,717
100% Italian Extra Virgin Olive Oil,100% italian extra virgin olive oil,Kirkland Signature,0096619710034,727.0,0,0,81.8,0,0,off,False,716
Bitter Lemon,bitter lemon,Schweppes,54004214,26.0,0,6.1,0,0,0,off,False,716
Chocolat 90% cacao,chocolat 90% cacao,Lindt Excellence,0009542009984,631.0,10.0,14.0,55.0,1.5,5.0,off,False,716
"Chocolat Noir, 70% Cocao, 300 g","chocolat noir, 70% cocao, 300 g",PC • Loblaws,0060383998615,550.0,10.0,50.0,37.5,10.0,0,off,False,716
Chocolate Dubai Style,chocolate dubai style,CHOCOVIA,0860013290610,556.0,6.67,53.3,33.3,4.44,66.7,off,False,716
Digestive 0% Sugar,digestive 0% sugar,Sondey,4056489772163,466.0,6.3,63.3,22.8,3.9,112.0,off,False,716
Dolmadakia,dolmadakia,Paliria,5201119008955,176.0,2.7,23.5,7.5,1.4,590.0,off,False,716
Ensure plus,ensure plus,Ensure PLUS,0070074407074,148.0,6.75,21.5,4.64,0,92.8,off,False,716
Good day Cashew,good day cashew,Britannia,8901063093089,509.0,6.7,63.7,23.7,0,0,off,False,716
Green jalapeno slices,green jalapeno slices,Poco Loco,5412514937188,22.0,0.6,3.8,0.5,0,232.0,off,False,716
Halbweissbrot,halbweissbrot,Coop Prix Garantie,7627534165758,244.0,9.6,47.0,1.1,3.6,640.0,off,False,716
Huile d'olive,huile d'olive,Maison Orphée,0069593120076,800.0,0,0,90.0,0,0,off,False,716
Huile d'olive extra-vierge,huile d'olive extra-vierge,President's choice,0060383686758,800.0,0,0,90.0,0,0,off,False,716
Kefir bianco naturale,kefir bianco naturale,Granarolo,8002670013122,43.0,3.3,4.0,1.2,0,52.0,off,False,716
Margarine light,margarine light,Albert Heijn Terra,8718907826068,272.0,0,0.2,30.0,0,0,off,False,716
Michel bodyguard,michel bodyguard,Michel,7610097196253,43.0,0,11.0,0,0,0,off,False,716
Plant protien chocolate,plant protien chocolate,Ally,8859220494555,54.3,7.14,6.86,1.43,3.43,68.6,off,False,716
Soupe Minestrone,soupe minestrone,Habitant,0063211311075,40.0,1.6,8.0,0,0,336.0,off,False,716
Street & CO Crème De Cuisson,street & co creme de cuisson,Street & Co,6194049404524,235.0,2.0,5.0,23.0,0,39.0,off,False,716
Supreme,supreme,Tomate frito,6111203007711,73.0,1.3,8.7,3.3,1.4,332.0,off,False,716
Tomme,tomme,Migros,7613404553527,267.0,19.0,0.5,21.0,0.5,0,off,False,716
Yougourt melts,yougourt melts,Gerber,0055000377805,428.57,14.29,71.43,0,0,285.71,off,False,716
Zero Calorie Sweetener,zero calorie sweetener,Stevia In The Raw,0044800750109,0,0,1.0,0,0,0,off,False,716
Adoro Classic,adoro classic,Moulin D'or,6194021100888,342.75,6.36,58.6,8.8,1.72,192.78,off,False,715
Bio oat nature,bio oat nature,Karma,7627538019408,42.0,0.7,7.0,1.1,0.6,40.0,off,False,715
Cadbury Chocobakes 17gm,cadbury chocobakes 17gm,Cadbury,7622202216916,466.0,3.8,64.2,21.9,0,203.0,off,False,715
Chargement…,chargement…,Nouara,6130763000284,5.0,0,2.5,0,0,0,off,False,715
Cheese & Zaatar puff,cheese & zaatar puff,Almarai,6281007032254,397.0,10.0,38.6,22.9,1.43,470.0,off,False,715
Cranberry juice,cranberry juice,FOODBROKER AS,5705001405612,67.0,0.5,15.0,0.5,0,0,off,False,715
Fromage râpé saveur  mozzarella,fromage rape saveur mozzarella,Lidl,4056489680086,275.0,0.3,19.1,21.3,2.8,832.0,off,False,715
Glucose biscuits,glucose biscuits,Sunfeast,8901725113544,437.0,7.1,78.8,10.4,0,575.1,off,False,715
Greeting from Denmark,greeting from denmark,Jacobsens Bakery,5776879015074,527.0,5.4,64.0,27.0,0,110.0,off,False,715
Jam style spread,jam style spread,,0064819327307,166.67,0.67,46.67,0,0,0,off,False,715
Krossade Tomater i Tomatjuice,krossade tomater i tomatjuice,Garant,7340083469602,26.0,1.5,5.5,0,0.9,0,off,False,715
M&S,m&s,Marks & Spencer,29248902,356.0,4.6,34.0,22.0,1.8,76.0,off,False,715
Maíz Dulce,maiz dulce,,0012656001065,60.0,2.0,9.0,1.5,2.0,200.0,off,False,715
Mélange de noix,melange de noix,Delhaize,5400113728788,669.0,20.0,6.1,61.0,7.1,0,off,False,715
Noisettes,noisettes,Continente,5601312515258,166.0,2.3,25.7,5.5,2.6,378.0,off,False,715
Panda,panda,,6111255090297,310.0,4.0,30.0,19.0,0,0,off,False,715
Protein Wafer - Classic Choco,protein wafer - classic choco,Kägi,7640151715465,479.0,25.0,36.0,28.0,0,376.0,off,False,715
Rehausseur de café Macchiato au caramel,rehausseur de cafe macchiato au caramel,Starbucks,0055000752930,267.0,2.67,40.0,10.0,0,33.3,off,False,715
Sales caramel cake 420gr,sales caramel cake 420gr,IKEA,7312930011401,458.0,7.0,43.0,28.0,0,220.0,off,False,715
Spätzli,spatzli,Coop,7627535703553,185.0,7.0,31.0,3.3,1.6,480.0,off,False,715
Thon paté,thon pate,welsea,6044000067339,231.0,25.8,0,14.2,0,400.0,off,False,715
ACHARD CITRON,achard citron,SENGA,3665902226766,34.0,0.3,0,0,0.1,200.0,off,False,714
Baies barres Granola,baies barres granola,Healthy Crunch🇨🇦,0665081002130,375.0,12.5,58.33,14.58,16.67,145.83,off,False,714
Beurre D'arachide croquant bio,beurre d'arachide croquant bio,PC Organics,0060383708832,667.0,26.7,20.0,53.3,6.67,0,off,False,714
Bio Reiswaffeln Joghurt,bio reiswaffeln joghurt,Coop,7627534646547,511.0,6.5,62.0,26.0,1.5,40.0,off,False,714
Brownie,brownie,Prix Garantie,5413049217394,431.0,5.2,47.0,25.0,2.9,56.0,off,False,714
Carrés au Citron • Vraies barres Alimentaires Biologiques,carres au citron • vraies barres alimentaires biologiques,Made with Local🩶 •🇨🇦,0628055507680,240.0,6.0,28.0,13.0,3.0,25.0,off,False,714
Chocolate Drink,chocolate drink,Yoohoo,07235748,49.2,0.61,11.1,0.46,0,70.8,off,False,714
Cocoa cake,cocoa cake,Vincinni,5310115005025,481.0,11.6,46.8,27.1,1.52,124.0,off,False,714
Confiture de 4 Fruits,confiture de 4 fruits,Bonne Maman,0088702070538,333.0,0.67,86.7,0,0,0,off,False,714
Crevettes naturelles,crevettes naturelles,Klaas Puul,8711239051337,74.0,16.0,0,0.8,0,720.0,off,False,714
Cuberdon,cuberdon,Delhaize,5400117604903,359.0,1.6,79.0,0.5,16.0,8.0,off,False,714
Emballage assortis,emballage assortis,Brookside,0068437719667,400.0,5.0,70.0,17.5,5.0,125.0,off,False,714
